icao,iata,name,lat,lon,country,type
LGKR,CFU,Corfu Ioannis Kapodistrias International Airport,39.60145,19.912179,GR,large_airport
LGKV,KVA,Kavala Alexander the Great International Airport,40.9133,24.6192,GR,large_airport
LGKZ,KZI,Kozani National Airport Filippos,40.286098,21.840799,GR,medium_airport
LGMK,JMK,Mykonos Island National Airport,37.435101,25.348101,GR,medium_airport
LGMT,MJT,Mytilene International Airport,39.057406,26.598629,GR,medium_airport
LGPZ,PVK,Aktion National Airport,38.925499,20.765301,GR,medium_airport
LGRP,RHO,"Rhodes International Airport ""Diagoras""",36.405399,28.086201,GR,large_airport
LGRX,GPA,Patras Araxos Agamemnon Airport,38.1511,21.4256,GR,medium_airport
LGSA,CHQ,Chania International Airport,35.531207,24.150673,GR,large_airport
LGSK,JSI,Skiathos Island National Airport,39.177101,23.5037,GR,medium_airport
LGSM,SMI,Samos Airport,37.689999,26.911699,GR,medium_airport
LGSR,JTR,Santorini International Airport,36.400045,25.478638,GR,large_airport
LGST,JSH,Sitia Airport,35.21609878540039,26.101299285888672,GR,medium_airport
LGTG,,Tanagra Air Base,38.339802,23.565001,GR,medium_airport
LGTL,,(*)Kasteli Hellenic Air Force Base,35.191341,25.326588,GR,medium_airport
LGTS,SKG,Thessaloniki Macedonia International Airport,40.51928,22.970009,GR,large_airport
LGZA,ZTH,Zakynthos International Airport Dionysios Solomos,37.7509,20.8843,GR,medium_airport
LHBP,BUD,Budapest Liszt Ferenc International Airport,47.43018,19.262393,HU,large_airport
LHDC,DEB,Debrecen International Airport,47.489469,21.616278,HU,large_airport
LHKA,,Kalocsa-Foktő Airfield,46.55149,18.942299,HU,medium_airport
LHKE,,Kecskemét Air Base,46.9175,19.749201,HU,medium_airport
LHPP,PEV,Pécs-Pogány International Airport,45.988891,18.242044,HU,large_airport
LHPR,,Győr-Pér Airport,47.628436,17.804718,HU,medium_airport
LHSM,SOB,Hévíz–Balaton Airport,46.686391,17.159084,HU,medium_airport
LHSN,,Szolnok Air Base,47.122897,20.2355,HU,medium_airport
LHTA,,Taszár Air Base,46.393101,17.9175,HU,medium_airport
LHTL,,Tököl Airport,47.345299,18.980801,HU,medium_airport
LIBA,,Amendola Air Base,41.538443,15.717181,IT,medium_airport
LIBC,CRV,Crotone Sant'Anna Pythagoras Airport,38.9972,17.0802,IT,medium_airport
LIBD,BRI,Bari Karol Wojtyła International Airport,41.138901,16.760599,IT,large_airport
LIBF,FOG,Foggia Gino Lisa Airport,41.433596,15.534566,IT,medium_airport
LIBG,TAR,Taranto-Grottaglie Marcello Arlotta Airport,40.517502,17.4032,IT,medium_airport
LIBN,LCC,Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,40.239201,18.133301,IT,medium_airport
LIBP,PSR,Abruzzo Airport,42.431079,14.182981,IT,large_airport
LIBR,BDS,Brindisi Airport,40.6576,17.947001,IT,large_airport
LIBV,,Gioia del Colle Antonio Ramirez Air Base,40.767799,16.9333,IT,medium_airport
LICA,SUF,Lamezia Terme Sant'Eufemia International Airport,38.906214,16.246007,IT,large_airport
LICB,CIY,Comiso Airport,36.99583,14.60889,IT,medium_airport
LICC,CTA,Catania-Fontanarossa Airport,37.466801,15.0664,IT,large_airport
LICD,LMP,Lampedusa Airport,35.497898,12.6181,IT,medium_airport
LICG,PNL,Pantelleria Airport,36.816502,11.9689,IT,medium_airport
LICJ,PMO,Falcone–Borsellino Airport,38.175999,13.091,IT,large_airport
LICP,,Palermo-Boccadifalco Airport,38.115919,13.31337,IT,medium_airport
LICR,REG,Reggio Calabria Airport,38.071201,15.6516,IT,medium_airport
LICT,TPS,Vincenzo Florio Airport Trapani-Birgi,37.9114,12.488,IT,medium_airport
LICZ,,Sigonella Navy Air Base,37.401699,14.9224,IT,medium_airport
LIDT,,Trento-Mattarello Airport,46.023333,11.125,IT,medium_airport
LIEA,AHO,Alghero-Fertilia Airport,40.632099,8.29077,IT,medium_airport
LIED,DCI,Decimomannu Air Base,39.354198,8.97248,IT,medium_airport
LIEE,CAG,Cagliari Elmas Airport,39.251499,9.05428,IT,large_airport
LIEO,OLB,Olbia Costa Smeralda Airport,40.898953,9.518457,IT,large_airport
LIET,,Tortolì Airport,39.9188,9.68298,IT,medium_airport
LILE,,Biella-Cerrione Airfield,45.4953,8.10278,IT,medium_airport
LILN,,Varese-Venegono Airport,45.742199,8.888233,IT,medium_airport
LIMA,,Torino-Aeritalia Airport,45.084444,7.603056,IT,medium_airport
LIMC,MXP,Milan Malpensa International Airport,45.6306,8.72811,IT,large_airport
LIME,BGY,Il Caravaggio International Airport,45.669362,9.708851,IT,large_airport
LIMF,TRN,Turin Airport,45.200802,7.64963,IT,large_airport
LIMG,,Riviera Villanova d'Albenga International Airport,44.050598,8.12743,IT,medium_airport
LIMJ,GOA,Genoa Cristoforo Colombo Airport,44.412039,8.840732,IT,large_airport
LIML,LIN,Milano Linate Airport,45.445099,9.27674,IT,large_airport
LIMN,,Cameri Air Base,45.529598,8.66922,IT,medium_airport
LIMP,PMF,Parma Airport,44.826351,10.29705,IT,medium_airport
LIMR,,Novi Ligure Eugenio Mossi Airfield,44.779999,8.78639,IT,medium_airport
LIMS,,Piacenza San Damiano Air Base,44.91442,9.722318,IT,medium_airport
LIMW,AOT,Aosta Corrado Gex Airport,45.738552,7.3683,IT,medium_airport
LIMZ,CUF,Cuneo International Airport,44.547458,7.623045,IT,medium_airport
LIPA,AVB,Aviano Air Base,46.031898,12.596503,IT,medium_airport
LIPB,BZO,Bolzano Airport,46.459245,11.326125,IT,medium_airport
LIPC,,Cervia Air Base,44.224201,12.3072,IT,medium_airport
LIPE,BLQ,Bologna Guglielmo Marconi Airport,44.5354,11.2887,IT,large_airport
LIPH,TSF,Treviso Airport,45.648399,12.1944,IT,large_airport
LIPI,,Udine-Rivolto Air Base,45.978699,13.0493,IT,medium_airport
LIPK,FRL,Forlì-Luigi Ridolfi International Airport,44.194801,12.0701,IT,medium_airport
LIPL,,Ghedi Air Base,45.432551,10.268612,IT,medium_airport
LIPO,VBS,Brescia Gabriele d'Annunzio Airport,45.428902,10.3306,IT,medium_airport
LIPQ,TRS,Trieste Airport,45.827862,13.466672,IT,large_airport
LIPR,RMI,Federico Fellini International Airport,44.020024,12.612198,IT,large_airport
LIPS,,Istrana Air Base,45.684382,12.086594,IT,medium_airport
LIPU,,Padova Gino Allegri Airfield,45.395316,11.847124,IT,medium_airport
LIPX,VRN,Verona Villafranca Valerio Catullo Airport,45.394955,10.887303,IT,large_airport
LIPY,AOI,Marche Airport,43.616299,13.3623,IT,medium_airport
LIPZ,VCE,Venice Marco Polo Airport,45.505299,12.3519,IT,large_airport
LIQS,,Siena-Ampugnano Airport,43.254942,11.255084,IT,medium_airport
LIQW,,Sarzana-Luni Bartolomeo Arrigoni Airport,44.087375,9.987877,IT,medium_airport
LIRA,CIA,Ciampino–G. B. Pastine International Airport,41.798769,12.595331,IT,large_airport
LIRE,,Pratica di Mare Air Base,41.654499,12.4452,IT,medium_airport
LIRF,FCO,Rome–Fiumicino Leonardo da Vinci International Airport,41.804532,12.251998,IT,large_airport
LIRG,,Guidonia Air Base,41.990299,12.7408,IT,medium_airport
LIRI,QSR,Salerno Costa d'Amalfi Airport,40.620399,14.9113,IT,medium_airport
LIRJ,EBA,Marina di Campo Airport,42.760871,10.239811,IT,medium_airport
LIRL,,Latina Air Base,41.5424,12.909,IT,medium_airport
LIRM,,Grazzanise Air Base,41.060799,14.0819,IT,medium_airport
LIRN,NAP,Naples International Airport,40.886002,14.2908,IT,large_airport
LIRP,PSA,Pisa International Airport,43.683899,10.3927,IT,large_airport
LIRQ,FLR,"Florence Airport, Peretola",43.808558,11.202822,IT,large_airport
LIRS,GRS,Grosseto Corrado Baccarini Air Base / Grosseto Airport,42.759701,11.0719,IT,medium_airport
LIRU,,Rome Urbe Airport,41.952096,12.502231,IT,medium_airport
LIRV,,Viterbo Airport,42.435297,12.061362,IT,medium_airport
LIRZ,PEG,Perugia San Francesco d'Assisi – Umbria International Airport,43.095901,12.5132,IT,large_airport
LJCE,,Cerklje ob Krki Air Base,45.900002,15.5302,SI,medium_airport
LJLJ,LJU,Ljubljana Jože Pučnik Airport,46.223701,14.4576,SI,large_airport
LJMB,MBX,Maribor Edvard Rusjan Airport,46.4799,15.6861,SI,medium_airport
LJPZ,POW,Portorož Airport,45.47201,13.615951,SI,medium_airport
LKCS,JCL,České Budějovice South Bohemian Airport,48.948171,14.42832,CZ,large_airport
LKCV,,Čáslav Air Base,49.939701,15.3818,CZ,medium_airport
LKKB,,Prague–Kbely Air Base,50.121399,14.5436,CZ,medium_airport
LKKU,UHE,Kunovice Airport,49.0294,17.439699,CZ,medium_airport
LKKV,KLV,Karlovy Vary Airport,50.202999,12.915,CZ,large_airport
LKLN,,Plzeň-Líně Airport,49.675201,13.2746,CZ,medium_airport
LKMT,OSR,Leoš Janáček Airport Ostrava,49.696301,18.111099,CZ,large_airport
LKNA,,Náměšť Air Base,49.166272,16.123981,CZ,medium_airport
LKPD,PED,Pardubice Airport,50.015049,15.73981,CZ,large_airport
LKPO,PRV,Přerov Air Base,49.4258,17.404699,CZ,medium_airport
LKPR,PRG,Václav Havel Airport Prague,50.100874,14.259911,CZ,large_airport
LKTB,BRQ,Brno-Tuřany Airport,49.151276,16.693972,CZ,medium_airport
LKVO,VOD,Vodochody Airport,50.216599,14.3958,CZ,medium_airport
LLBG,TLV,Ben Gurion International Airport,32.011398,34.8867,IL,large_airport
LLEK,,Tel Nof Air Base,31.8395,34.8218,IL,medium_airport
LLER,ETM,Ramon International Airport,29.727009,35.014116,IL,large_airport
LLHA,HFA,Uri Michaeli Haifa International Airport,32.810219,35.043719,IL,medium_airport
LLIB,RPN,Rosh Pina Airport,32.980999,35.571899,IL,medium_airport
LLMZ,MTZ,Bar Yehuda Airfield,31.328199,35.388599,IL,medium_airport
LLNV,VTM,Nevatim Air Base,31.208299636799996,35.012298584,IL,medium_airport
LLRD,,Ramat David Air Base,32.6651,35.179501,IL,medium_airport
LLRM,,Ramon Air Base,30.7761,34.666698,IL,medium_airport
LMML,MLA,Malta International Airport,35.845932,14.491546,MT,large_airport
LOAN,,Wiener Neustadt East Airport,47.8433,16.260099,AT,medium_airport
LOWG,GRZ,Graz Airport,46.9911,15.4396,AT,large_airport
LOWI,INN,Innsbruck Airport,47.260201,11.344,AT,large_airport
LOWK,KLU,Klagenfurt Airport,46.642502,14.3377,AT,large_airport
LOWL,LNZ,Linz-Hörsching Airport,48.235362,14.188128,AT,large_airport
LOWS,SZG,Salzburg Airport,47.793301,13.0043,AT,large_airport
LOWW,VIE,Vienna International Airport,48.110298,16.5697,AT,large_airport
LOXN,,Wiener Neustadt West Airport,47.836933,16.221838,AT,medium_airport
LOXZ,,Hinterstoisser Air Base,47.202801,14.7442,AT,medium_airport
LPAR,,Alverca Air Base,38.883301,-9.0301,PT,medium_airport
LPAZ,SMA,Santa Maria Airport,36.97140121459961,-25.17060089111328,PT,medium_airport
LPBG,BGC,Bragança Airport,41.8578,-6.70713,PT,medium_airport
LPBJ,BYJ,Beja Airport / Airbase,38.078899,-7.9324,PT,medium_airport
LPBR,,Braga Municipal Aerodrome,41.587,-8.445189,PT,medium_airport
LPCB,,Aerodromo de Castelo Branco,39.844528,-7.439875,PT,medium_airport
LPCO,,Aerodromo Municipal de Coimbra,40.158758,-8.470815,PT,medium_airport
LPCS,CAT,Cascais Airport,38.724998,-9.35523,PT,medium_airport
LPEV,,Évora Airfield,38.533501,-7.88964,PT,medium_airport
LPFL,FLW,Flores Airport,39.455299377441406,-31.13139915466309,PT,medium_airport
LPFR,FAO,Faro - Gago Coutinho International Airport,37.015909,-7.970939,PT,large_airport
LPGR,GRW,Graciosa Airport,39.09220123291016,-28.029800415039062,PT,medium_airport
LPHR,HOR,Horta Airport,38.519901275634766,-28.715900421142575,PT,medium_airport
LPLA,TER,Lajes Airport,38.761799,-27.090799,PT,medium_airport
LPMA,FNC,Cristiano Ronaldo International Airport,32.697812,-16.774613,PT,large_airport
LPMR,,Monte Real Air Base,39.828335,-8.8875,PT,medium_airport
LPMT,,Montijo Air Base,38.70929,-9.03368,PT,medium_airport
LPOV,,Ovar Air Base,40.915901,-8.64592,PT,medium_airport
LPPD,PDL,João Paulo II Airport,37.7411994934,-25.6979007721,PT,large_airport
LPPI,PIX,Pico Airport,38.554298,-28.441299,PT,medium_airport
LPPM,PRM,Portimão Airport,37.1493,-8.58396,PT,medium_airport
LPPR,OPO,Francisco de Sá Carneiro Airport,41.2481002808,-8.68138980865,PT,large_airport
LPPS,PXO,Porto Santo Airport,33.0733985901,-16.3500003815,PT,medium_airport
LPPT,LIS,Lisbon Humberto Delgado Airport,38.7813,-9.13592,PT,large_airport
LPSJ,SJZ,São Jorge Airport,38.665501,-28.1758,PT,medium_airport
LPSO,,Aeródromo Municipal de Ponte de Sor,39.211545,-8.057787,PT,medium_airport
LPST,,Sintra Air Base,38.8311,-9.33955,PT,medium_airport
LPTN,,Tancos Airbase,39.475101,-8.36458,PT,medium_airport
LPVL,,Vilar de Luz Airfield,41.27729,-8.516209,PT,medium_airport
LPVR,VRL,Vila Real Airport,41.2743,-7.72047,PT,medium_airport
LPVZ,VSE,Aerodromo Goncalves Lobato (Viseu Airport),40.725498,-7.88899,PT,medium_airport
LQBK,BNX,Banja Luka International Airport,44.941399,17.297501,BA,large_airport
LQMO,OMO,Mostar International Airport,43.282489,17.846101,BA,large_airport
LQSA,SJJ,Sarajevo International Airport,43.8246,18.331499,BA,large_airport
LQTZ,TZL,Tuzla International Airport,44.459858,18.723627,BA,large_airport
LRAR,ARW,Arad International Airport,46.176136,21.264322,RO,medium_airport
LRBC,BCM,Bacău George Enescu International  Airport,46.5219,26.910299,RO,large_airport
LRBM,BAY,Maramureș International Airport,47.658444,23.464445,RO,medium_airport
LRBO,,Boboc Air Base,45.2164,26.9786,RO,medium_airport
LRBS,BBU,Bucharest Băneasa Aurel Vlaicu International Airport,44.503133,26.102944,RO,large_airport
LRBV,GHV,Brașov-Ghimbav International Airport,45.70558,25.522871,RO,large_airport
LRCK,CND,Mihail Kogălniceanu International Airport,44.362202,28.4883,RO,large_airport
LRCL,CLJ,Avram Iancu Cluj International Airport,46.786042,23.685733,RO,large_airport
LRCS,CSB,Caransebeş Airport,45.420142,22.252507,RO,medium_airport
LRCT,,Câmpia Turzii Air Base,46.5023,23.8859,RO,medium_airport
LRCV,CRA,Craiova International Airport,44.3181,23.888599,RO,large_airport
LRFT,,Feteşti Borcea Air Base,44.3923,27.7267,RO,medium_airport
LRIA,IAS,Iaşi International Airport,47.179633,27.621431,RO,large_airport
LROD,OMR,Oradea International Airport,47.025299,21.9025,RO,large_airport
LROP,OTP,Bucharest Henri Coandă International Airport,44.571792,26.103285,RO,large_airport
LRSB,SBZ,Sibiu International Airport,45.785841,24.086666,RO,large_airport
LRSM,SUJ,Satu Mare International Airport,47.7033,22.8857,RO,medium_airport
LRSV,SCV,Suceava Ștefan cel Mare International Airport,47.6875,26.354099,RO,large_airport
LRTC,TCE,Tulcea Danube Delta Airport,45.0625,28.7143,RO,medium_airport
LRTM,TGM,Târgu Mureş Transilvania International Airport,46.467701,24.4125,RO,medium_airport
LRTR,TSR,Timișoara Traian Vuia International Airport,45.809898,21.3379,RO,large_airport
LSGC,,Les Eplatures Airport,47.0839004517,6.792840003970001,CH,medium_airport
LSGG,GVA,Geneva International Airport,46.238098,6.10895,CH,large_airport
LSGS,SIR,Sion Airport,46.219166,7.326944,CH,medium_airport
LSMA,,Alpnach Air Base,46.943901,8.28417,CH,medium_airport
LSMD,,Dübendorf Air Base,47.398602,8.64823,CH,medium_airport
LSME,EML,Emmen Air Base,47.092444,8.305184,CH,medium_airport
LSMP,VIP,Payerne Air Base,46.8432,6.91506,CH,medium_airport
LSZA,LUG,Lugano Airport,46.004299,8.91058,CH,medium_airport
LSZB,BRN,Bern Airport,46.912736,7.498819,CH,medium_airport
LSZG,,Grenchen Airfield,47.181599,7.41719,CH,medium_airport
LSZH,ZRH,Zürich Airport,47.458056,8.548056,CH,large_airport
LSZR,ACH,Sankt Gallen Altenrhein Airport,47.485001,9.56077,CH,medium_airport
LSZS,SMV,Engadin Airport,46.5341,9.88411,CH,medium_airport
LTAC,ESB,Esenboğa International Airport,40.128101,32.995098,TR,large_airport
LTAD,ANK,Etimesgut Air Base,39.949798584,32.6885986328,TR,medium_airport
LTAE,,Akıncı Air Base,40.078899,32.565601,TR,medium_airport
LTAF,ADA,Adana Şakirpaşa Airport,36.982201,35.280399,TR,large_airport
LTAG,UAB,İncirlik Air Base,37.002102,35.4259,TR,medium_airport
LTAH,AFY,Afyon Air Base,38.726398,30.601101,TR,medium_airport
LTAI,AYT,Antalya International Airport,36.898701,30.800501,TR,large_airport
LTAJ,GZT,Gaziantep Oğuzeli International Airport,36.947201,37.478699,TR,large_airport
LTAL,KFS,Kastamonu Airport,41.314201,33.795799,TR,medium_airport
LTAN,KYA,Konya Airport,37.979,32.561901,TR,large_airport
LTAS,ONQ,Zonguldak Çaycuma Airport,41.506401,32.0886,TR,medium_airport
LTAT,MLX,Malatya Erhaç Airport,38.4352989197,38.0909996033,TR,medium_airport
LTAU,ASR,Kayseri Erkilet International Airport,38.770401,35.495399,TR,large_airport
LTAV,,Sivrihisar Airport,39.4515,31.365299,TR,medium_airport
LTAW,TJK,Tokat Airport,40.32472,36.39056,TR,medium_airport
LTAY,DNZ,Çardak Airport,37.7855987549,29.7012996674,TR,medium_airport
LTAZ,NAV,Nevşehir Kapadokya Airport,38.7719,34.5345,TR,large_airport
LTBA,ISL,İstanbul Atatürk Airport,40.971913,28.823714,TR,large_airport
LTBF,BZI,Balıkesir Airport,39.619301,27.926001,TR,medium_airport
LTBG,BDM,Bandırma Airport,40.318001,27.977699,TR,medium_airport
LTBH,CKZ,Çanakkale Airport,40.1376991272,26.4267997742,TR,medium_airport
LTBI,ESK,Eskişehir Air Base,39.7841,30.5821,TR,medium_airport
LTBJ,ADB,Adnan Menderes International Airport,38.2924,27.157,TR,large_airport
LTBL,IGL,Çiğli Airbase,38.513,27.010099,TR,medium_airport
LTBN,,Kütahya Airport,39.426701,30.016899,TR,medium_airport
LTBO,USQ,Uşak Airport,38.681499,29.471701,TR,medium_airport
LTBQ,KCO,Cengiz Topel Airport,40.735001,30.0833,TR,medium_airport
LTBR,YEI,Bursa Yenişehir Airport,40.255199,29.562599,TR,medium_airport
LTBS,DLM,Dalaman International Airport,36.7131,28.7925,TR,large_airport
LTBT,,Akhisar Airport / Akhisar Air Base,38.808899,27.8339,TR,medium_airport
LTBU,TEQ,Tekirdağ Çorlu Airport,41.138199,27.9191,TR,medium_airport
LTBX,,İstanbul Samandıra Army Air Base,40.993,29.216499,TR,medium_airport
LTBY,AOE,Hasan Polatkan Airport,39.811644,30.519268,TR,large_airport
LTCA,EZS,Elazığ Airport,38.597974,39.28348,TR,medium_airport
LTCB,OGU,Ordu–Giresun Airport,40.966872,38.085995,TR,medium_airport
LTCC,DIY,Diyarbakır Airport,37.893902,40.201,TR,medium_airport
LTCD,ERC,Erzincan Airport,39.7102012634,39.527000427199994,TR,medium_airport
LTCE,ERZ,Erzurum International Airport,39.956501,41.1702,TR,medium_airport
LTCF,KSY,Kars Airport,40.562198638916016,43.1150016784668,TR,medium_airport
LTCG,TZX,Trabzon International Airport,40.995098,39.7897,TR,medium_airport
LTCI,VAN,Van Ferit Melen Airport,38.46820068359375,43.332298278808594,TR,medium_airport
LTCJ,BAL,Batman Airport,37.929001,41.1166,TR,medium_airport
LTCK,MSR,Muş Airport,38.747798919677734,41.66120147705078,TR,medium_airport
LTCL,SXZ,Siirt Airport,37.97890090942383,41.84040069580078,TR,medium_airport
LTCM,NOP,Sinop Airport,42.018313,35.071774,TR,medium_airport
LTCN,KCM,Kahramanmaraş Airport,37.5388259888,36.9535217285,TR,medium_airport
LTCO,AJI,Ağrı Airport,39.655642,43.025742,TR,medium_airport
LTCP,ADF,Adıyaman Airport,37.7314,38.468899,TR,medium_airport
LTCR,MQM,Mardin Airport,37.2233009338,40.6316986084,TR,medium_airport
LTCS,GNY,Şanlıurfa GAP Airport,37.445663,38.895592,TR,large_airport
LTCT,IGD,Iğdır Airport,39.976627,43.876648,TR,medium_airport
LTCV,NKT,Şırnak Şerafettin Elçi Airport,37.3647,42.0582,TR,medium_airport
LTCW,YKO,Hakkari Yüksekova Airport,37.5497,44.2381,TR,medium_airport
LTDA,HTY,Hatay Airport,36.36079,36.285589,TR,medium_airport
LTDB,COV,Çukurova International Airport,36.891478,35.071235,TR,large_airport
LTFC,ISE,Süleyman Demirel International Airport,37.8554,30.368401,TR,medium_airport
LTFD,EDO,Balıkesir Koca Seyit Airport,39.552533,27.010192,TR,large_airport
LTFE,BJV,Milas Bodrum International Airport,37.249314,27.66401,TR,large_airport
LTFG,GZP,Gazipaşa-Alanya Airport,36.298832,32.297017,TR,medium_airport
LTFH,SZF,Samsun-Çarşamba Airport,41.253988,36.567546,TR,medium_airport
LTFJ,SAW,Istanbul Sabiha Gökçen International Airport,40.898602,29.3092,TR,large_airport
LTFM,IST,İstanbul Airport,41.274874,28.732136,TR,large_airport
LTFO,RZV,Rize–Artvin Airport,41.179766,40.848802,TR,large_airport
LUBL,BZY,Bălți-Leadoveni International Airport,47.837666,27.781108,MD,medium_airport
LUBM,,Mărculești Air Base,47.862701,28.212799,MD,medium_airport
LUCH,,Cahul International Airport,45.8438,28.2637,MD,medium_airport
LUKK,RMO,Chişinău International Airport,46.92774,28.931704,MD,large_airport
LUTR,,Tiraspol Airfield,46.868099,29.590599,MD,medium_airport
LWOH,OHD,Ohrid St. Paul the Apostle Airport,41.18,20.7423,MK,large_airport
LWSK,SKP,Skopje International Airport,41.958087,21.622581,MK,large_airport
LXGB,GIB,Gibraltar Airport,36.151679,-5.34978,GI,large_airport
LYBE,BEG,Belgrade Nikola Tesla Airport,44.818401,20.309099,RS,large_airport
LYBT,BJY,Batajnica Air Base,44.935299,20.2575,RS,medium_airport
LYKV,KVO,Morava Airport,43.817519,20.586662,RS,medium_airport
LYNI,INI,Niš Constantine the Great Airport,43.336538,21.856242,RS,large_airport
LYPG,TGD,Podgorica Airport / Podgorica Golubovci Airbase,42.359402,19.2519,ME,large_airport
LYTV,TIV,Tivat Airport,42.404701,18.723301,ME,medium_airport
LYUZ,UZC,Ponikve Airport,43.898899,19.697701,RS,medium_airport
LZIB,BTS,M. R. Štefánik Airport,48.1702,17.2127,SK,large_airport
LZKZ,KSC,Košice International Airport,48.663101,21.2411,SK,medium_airport
LZMC,,Malacky/Kuchyňa Air Base,48.402,17.118401,SK,medium_airport
LZPP,PZY,Piešťany Airport,48.62519836425781,17.828399658203125,SK,medium_airport
LZSL,SLD,Sliač Airport,48.63779830932617,19.13409996032715,SK,medium_airport
LZTT,TAT,Poprad-Tatry Airport,49.070994,20.241394,SK,medium_airport
LZZI,ILZ,Žilina-Dolný Hričov Airport,49.233292,18.613386,SK,medium_airport
OEAO,ULH,Al-Ula International Airport,26.483634,38.117048,SA,large_airport
OEGS,ELQ,Prince Naif bin Abdulaziz International Airport,26.302799,43.774399,SA,large_airport
OEGT,URY,Gurayat Domestic Airport,31.412413,37.278898,SA,medium_airport
OEHL,HAS,Hail International Airport,27.437901,41.686298,SA,large_airport
OEKK,KMC,King Khaled Military City Airport,27.9009,45.528198,SA,medium_airport
OENN,NUM,Neom Bay Airport,27.924261,35.29358,SA,large_airport
OEPA,AQI,Qaisumah–Hafar Al-Batin International Airport,28.335726,46.127108,SA,large_airport
OERF,RAH,Rafha Domestic Airport,29.626399993896484,43.4906005859375,SA,medium_airport
OERR,RAE,Arar Domestic Airport,30.90660095214844,41.13819885253906,SA,medium_airport
OERS,RSI,Red Sea International Airport,25.627975,37.088914,SA,large_airport
OESK,AJF,Al-Jawf International Airport,29.783301,40.100905,SA,large_airport
OETB,TUU,Prince Sultan bin Abdulaziz International Airport,28.3711,36.624865,SA,large_airport
OETR,TUI,Turaif Domestic Airport,31.692188,38.731544,SA,medium_airport
OEWJ,EJH,Al Wajh Domestic Airport,26.198601,36.476398,SA,medium_airport
OICI,IIL,Ilam Airport,33.58660125732422,46.40480041503906,IR,medium_airport
OITR,OMH,Urmia Airport,37.6680984497,45.0686988831,IR,medium_airport
OITT,TBZ,Tabriz International Airport,38.1339,46.235001,IR,large_airport
OITU,IMQ,Maku National Airport,39.191293,44.928505,IR,medium_airport
OJAI,AMM,Queen Alia International Airport,31.7226009369,35.9931983948,JO,large_airport
OJAM,ADJ,Marka International (Amman Civil) Airport,31.9727,35.9916,JO,large_airport
OJAQ,AQJ,King Hussein International Airport,29.611601,35.018101,JO,large_airport
OJKF,,King Feisal Air Base,30.3435,36.147701,JO,medium_airport
OJMS,,Muwaffaq Salti Air Base,31.8256,36.782001,JO,medium_airport
OLBA,BEY,Beirut Rafic Hariri International Airport,33.819833,35.487443,LB,large_airport
OLKA,KYE,Rene Mouawad Air Base,34.589298,36.011299,LB,medium_airport
OLRA,,Rayak Air Base,33.850799560546875,35.987701416015625,LB,medium_airport
ORAA,IQA,Al Asad Air Base,33.7855987549,42.4412002563,IQ,medium_airport
ORAT,TQD,Al Taqaddum Air Base,33.33810043335,43.597099304199,IQ,medium_airport
ORBD,,Balad Southeast Airport / Joint Base Balad,33.940201,44.361599,IQ,medium_airport
ORBI,BGW,Baghdad International Airport / New Al Muthana Air Base,33.262501,44.2346,IQ,large_airport
ORBM,OSM,Mosul International Airport,36.305801,43.1474,IQ,large_airport
ORER,EBL,Erbil International Airport,36.236047,43.946615,IQ,large_airport
ORKK,KIK,Kirkuk International Airport,35.469501,44.3489,IQ,large_airport
ORNI,NJF,Al Najaf International Airport,31.991116,44.405019,IQ,large_airport
ORQW,RQW,Qayyarah West Airport,35.7672,43.125099,IQ,medium_airport
ORSH,,Al Sahra Army Air Field,34.673199,43.542999,IQ,medium_airport
ORSJ,ISU,Jalal Talabani International Airport,35.560487,45.315137,IQ,medium_airport
ORTF,,Tall Afar Army Air Field,36.2831,42.403,IQ,medium_airport
ORTI,,Al Taji Army Air Field,33.523899,44.256699,IQ,medium_airport
ORTL,XNH,Ali Air Base,30.935801,46.090099,IQ,medium_airport
ORUB,,Ubaydah Bin Al Jarrah Airport,32.481998,45.757099,IQ,medium_airport
OSAP,ALP,Aleppo International Airport,36.181262,37.226869,SY,large_airport
OSDI,DAM,Damascus International Airport,33.4114990234375,36.51559829711914,SY,large_airport
OSDZ,DEZ,Deir ez-Zor Airport,35.2854,40.175999,SY,medium_airport
OSKL,KAC,Qamishli International Airport,37.020599,41.191399,SY,medium_airport
OSLK,LTK,Latakia International Airport,35.4011,35.9487,SY,medium_airport
OSPR,PMS,Palmyra Airport,34.5574,38.316898,SY,medium_airport
UBBG,GNJ,Ganja International Airport,40.738692,46.320383,AZ,large_airport
UBBN,NAJ,Nakhchivan International Airport,39.188801,45.458401,AZ,large_airport
UBBS,,Khojaly Airport,39.901402,46.786999,AZ,medium_airport
UBBY,ZTU,Zaqatala International Airport,41.557823,46.669464,AZ,medium_airport
UBLC,LHL,Lachin International Airport,39.883787,46.363137,AZ,medium_airport
UDSG,LWN,Shirak International Airport,40.750401,43.859299,AM,large_airport
UDYE,,Erebuni Airport,40.1221008301,44.465000152600005,AM,medium_airport
UDYZ,EVN,Zvartnots International Airport,40.148941,44.397887,AM,large_airport
UGAM,,Ambrolauri Airport,42.52687,43.13538,GE,medium_airport
UGKO,KUT,David the Builder Kutaisi International Airport,42.177448,42.485353,GE,large_airport
UGSB,BUS,Alexander Kartveli Batumi International Airport,41.60939,41.600315,GE,large_airport
UGSS,SUI,Vladislav Ardzinba Sukhum International Airport,42.8582,41.128101,GE,medium_airport
